	Kanji	Romaji	Title	Screenplay	Art	Animation	Direction	Chapters	Episode_num
985	壊滅、麦わら一味 カゲカゲの能力全開	Kaimetsu, Mugiwara Ichimi - Kage Kage no Chikara Zenkai	The Straw Hat Crew Annihilated - Full-Throttle Kage Kage Abilities	ますもとたくや - Takuya Masumoto	佐藤美幸 - Miyuki Sato ::: 塩崎広光 - Hiromitsu Shiozaki	>村上直紀 - Naoki Murakami	中尾幸彦 - Yukihiko Nakao	476 p.2-11 :::  18 ::: 477 p.2-19	Episode 371
986	因縁の再会！囚われの魚人を救い出せ	Innen no Saikai! Toraware no Gyojin o Sukuidase	The Fated Reunion! Save the Captive Fish-Man	櫻井剛 - Tsuyoshi Sakurai	佐藤美幸 - Miyuki Sato	新垣重文 - Shigefumi Shingaki	中尾幸彦 - Yukihiko Nakao	492 p.2-19 ::: 493 p.2-3	Episode 387
987	暴虐！シャボンディの支配者天竜人	Bōgyaku! Shabondy no Shihaisha Tenryuubito	Tyranny! The Rulers of Sabaody, The Celestial Dragons	田中仁 - Hitoshi Tanaka	佐藤美幸 - Miyuki Sato	横山健次 - Kenji Yokoyama	中尾幸彦 - Yukihiko Nakao	497 p.2-19	Episode 391
988	包囲網を突破せよ! 海軍VS三人の船長	Hōimō o Toppaseyo! Kaigun tai Sannin no Senchō	Break Through the Encirclement! Marines vs. Three Captains	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato	島貫正弘 - Masahiro Shimanuki	中尾幸彦 - Yukihiko Nakao	505 p.2-19 ::: 506 p.2-5	Episode 399
989	背中に隠された秘密 遭遇ルフィと蛇姫	Senaka ni Kakusareta Himitsu - Sōgū Rufi to Hebihime	None	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	舘直樹 - Naoki Tate	中尾幸彦 - Yukihiko Nakao	517 p.2-19	Episode 411
990	ルフィ復活！カヤお嬢様の決死の抵抗	Rufi fukkatsu! Kaya ojō-sama no kesshi no teikō	Luffy's Revival! Miss Kaya's Life and Death Confrontation	武上純希 - Junki Takegami	佐藤美幸 - Miyuki Sato	井上栄作 - Eisaku Inoue	貝澤幸男 - Yukio Kaizawa	Chapter 33 (p. 2-19) ::: Chapter 34 (p. 2-19)	Episode 14
991	名物コック！海上レストランのサンジ	Meibutsu kokku! Kaijō resutoran no Sanji	The Famous Cook! Sanji of the Floating Restaurant	武上純希 - Junki Takegami	佐南友理 - Yuri Sanami	横山健次 - Kenji Yokoyama	貝澤幸男 - Yukio Kaizawa	Chapter 42 (p. 13-19) ::: Chapter 43 (p. 2-19)	Episode 20
992	ウソップ死す？！ルフィ上陸はまだ？	Usoppo shisu? Rufi jōriku wa mada?	Usopp's Death?! Luffy - Yet To Land?	島田満 - Michiru Shimada	千田国広 - Kunihiro Senda	井上栄作 - Eisaku Inoue	貝澤幸男 - Yukio Kaizawa	Chapter 73 (p. 2-5 :::  14-19) ::: Chapter 74 (p. 2-19) ::: Chapter 75 (p. 2-7)	Episode 33
993	古代遺跡の対決!神（ゴッド）・エネルの目的!!	Kodai Iseki no Taiketsu! Goddo Eneru no Mokuteki!!	Battle in the Ancient Ruins! God Enel's Desire!!	武上純希 - Junki Takegami	佐藤美幸 - Miyuki Sato ::: 内川文広 - Fumihiro Uchikawa	高木雅之 - Masayuki Takagi	貝澤幸男 - Yukio Kaizawa	274 p.3-20 ::: 275 p.2-13	Episode 180
994	ルフィ緊急事態！最強の影の行き先！	Rufi Kinkyūjitai! Saikyō no Kage no Ikisaki	Luffy in an Emergency! The Living Place of the Strongest Shadow!	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi ::: 川崎美千代 - Michiyo Kawasaki	>村上直紀 - Naoki Murakami	中島豊 - Yutaka Nakashima	455 p.2-19	Episode 349
995	ウソップ最強?ネガティブは任せとけ	Usoppu Saikyō? Negatibu wa Makasetoke	Usopp the Strongest? Leave the Negatives to Me	ますもとたくや - Takuya Masumoto	吉池隆司 - Ryūji Yoshiike ::: 常盤庄司 - Shouji Tokiwa	久田和也 - Kazuya Hisada	中島豊 - Yutaka Nakashima	461 p.2-19	Episode 356
996	チョッパー激怒！！ホグバック魔の医術	Choppā Gekido!! Hogubakku Ma no Ijutsu	Chopper's Rage!! Hogback's Demonic Medical Practice	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 常盤庄司 - Shouji Tokiwa	高木雅之 - Masayuki Takagi	中島豊 - Yutaka Nakashima	468 p.2-19	Episode 363
997	決着迫る！ たたき込め、とどめの一撃	Kecchaku Semaru! Tatakikome, Todome no Ichigeki	The Conclusion Arrives! - Deliver the Finishing Blow	櫻井剛 - Tsuyoshi Sakurai	佐藤美幸 - Miyuki Sato	井手武生  - Takeo Ide	中島豊 - Yutaka Nakashima	480 p.2-19 ::: 481 p.2-13	Episode 373
998	新たな仲間！音楽家・鼻唄のブルック	Aratana Nakama! Ongakuka - Hanauta no Burukku	"A New Crewmate! - The Musician ""Humming Brook"""	古賀直樹 - Koga Naoki	佐藤美幸 - Miyuki Sato	島貫正弘 - Masahiro Shimanuki	中島豊 - Yutaka Nakashima	489 p.2-19 ::: 490 p.2-6	Episode 381
999	偉大なる航路（グランドライン）半周到達! 赤い土の大陸（レッドライン）	Gurando Rain Hanshū Tōtatsu! Reddo Rain	Arriving at Halfway Through the Grand Line! The Red Line	村山功 - Isao Murayama	佐藤美幸 - Miyuki Sato ::: 常盤庄司 - Shouji Tokiwa	久田和也 - Kazuya Hisada	中島豊 - Yutaka Nakashima	490 p.7-18	Episode 385
1000	タイムリミット 人間（ヒューマン）オークション開幕	Taimu Rimitto - Hyūman Ōkushon Kaimaku	Time Limit - The Human Auction Begins	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	新垣重文 - Shigefumi Shingaki	中島豊 - Yutaka Nakashima	501 p.2-19	Episode 395
1001	回避不可能！？大将黄猿の光速の蹴り！！	Kaihi Fukanō!? Taishō Kizaru no Kōsoku no Keri!!	Impossible to Avoid!? Admiral Kizaru's Speed of Light Kick!!	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	石塚勝海 - Katsumi Ishizuka	中島豊 - Yutaka Nakashima	507 p.13-19 ::: 508 p.2-19	Episode 401
1002	みんなメロメロ！海賊女帝ハンコック	Minna Meromero! Kaizoku Jotei Hankokku	Everyone's Drunk on Love! Pirate Empress Hancock	菅良幸 - Yoshiyuki Suga	佐藤美幸 - Miyuki Sato	新垣重文 - Shigefumi Shingaki	中島豊 - Yutaka Nakashima	Chapter 516 (p. 3-19) ::: 	Episode 410
1003	能力全開バトル!! ゴムゴムVSヘビヘビ	Nōryoku Zenkai Batoru!! Gomu Gomu tai Hebi Hebi	Battle with Full-Powered Abilities!! Gomu Gomu vs. Hebi Hebi	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	中島豊 - Yutaka Nakashima	520 p.2-19	Episode 414
1004	仲間達の行方 巨鳥の島と桃色の楽園!	Nakama-tachi no Yukue - Kyōdori no Shima to Momoiro no Rakuen!	None	菅良幸 - Yoshiyuki Suga	佐藤美幸 - Miyuki Sato	石塚勝海 - Katsumi Ishizuka	中島豊 - Yutaka Nakashima	523 p.18-19 ::: 524 p.8-9 :::  13-14	Episode 419
1005	地獄で再会！？バラバラの実の実力者！	Jigoku de Saikai!? Bara Bara no Mi no Nōryokusha!	Reunion in Hell!? The User of the Bara Bara No Mi!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	高木雅之 - Masayuki Takagi	中島豊 - Yutaka Nakashima	526 p.7-19	Episode 423
1006	解き放たれた白鳥（スワン）! 再会! ボン・クレー	Tokihanatareta Suwan! Saikai! Bon Kurē	The Liberated Swan! Reunion! Bon Kurei	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	高木雅之 - Masayuki Takagi	中島豊 - Yutaka Nakashima	530 rest of p.19 ::: 531 p.2-19	Episode 432
1007	奇跡を信じて! ボン・クレー魂の声援	Kiseki o Shinjite! Bon Kurē Tamashī no Seien	Believe in Miracles! Bon Kurei Cheers From His Heart	菅良幸 - Yoshiyuki Suga	吉池隆司 - Ryūji Yoshiike	山下恵 - Megumi Yamashita	中島豊 - Yutaka Nakashima	538 p.8-19 ::: 539 p.2-4	Episode 440
1008	意地でも倒れぬ！本気のハンニャバル	Iji demo Taorenu! Honki no Hannyabaru	His Spirit Won't Break! Hannyabal Goes All Out	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	出口としお - Toshio Deguchi	中島豊 - Yutaka Nakashima	543 p.8-19 ::: 544 p.2-4	Episode 446
1009	仲間達の行方 巨鳥のヒナと桃色の対決	Nakama-tachi no Yukue - Kyochō no Hina to Momoiro no Taiketsu	None	菅良幸 - Yoshiyuki Suga	佐藤美幸 - Miyuki Sato	川村敦子 - Atsuko Kawamura	中島豊 - Yutaka Nakashima	543 p.1 :::  544 p.1 :::  552 p.1 :::  554 p.1 (cover pages)	Episode 454
1010	すべてを焼き尽くす！ 大将赤犬の能力	Subete o Yakitsukusu! Taishō Akainu no Chikara	Burn Everything to Ash! Admiral Akainu's Power	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato	島貫正弘 - Masahiro Shimanuki	中島豊 - Yutaka Nakashima	553 p.15-17 ::: 554 p.2-15	Episode 463
1011	殲滅作戦始動 パシフィスタ軍団の威力	Senmetsu Sakusen Shidō - Pashifisuta Gundan no Iryoku	The Extermination Operation Begins - The Might of the Pacifista Army	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	出口としお - Toshio Deguchi	中島豊 - Yutaka Nakashima	562 p.2-17	Episode 471
1012	エース救出! 白ひげ最後の船長命令!!	Ēsu Kyūshutsu! Shirohige Saigo no Senchō Meirei!	Ace Freed! Whitebeard's Final Captain's Order!!	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato	山下恵 - Megumi Yamashita	中島豊 - Yutaka Nakashima	572 p.2-17	Episode 481
1013	シャンクス見参! 頂上戦争ついに終結	Shankusu Kenzan! Chōjō Sensō Tsuini Shūketsu	Enter Shanks! The Ultimate War Ends at Last	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	川村敦子 - Atsuko Kawamura	中島豊 - Yutaka Nakashima	580 p.2-15	Episode 489
1014	いつか海へ! 三人の悪童ちかいの盃!	Itsuka Umi e! San'nin no Akudō Chikai no Sakazuki!	Someday to the Sea! The Oath Cups of the Three Brats!	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	島貫正弘 - Masahiro Shimanuki	中島豊 - Yutaka Nakashima	585 p.2-14	Episode 496
1015	約束を果たすため それぞれの旅立ち!	Yakusoku o Hatasu Tame - Sorezore no Tabidachi!	To Fulfill the Promise - Separate Departures!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	中谷友紀子 - Yukiko Nakatani	中島豊 - Yutaka Nakashima	Chapter 1 (p. 48-53) ::: Chapter 589 (p. 7-19) ::: 	Episode 504
1016	仲間に届け かけめぐる大ニュース!	Nakama ni Todoke - Kakemeguru Dai-nyūsu!	Reach to My Friends - The Big News Comes Through!	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	井上栄作 - Eisaku Inoue	中島豊 - Yutaka Nakashima	593 p.12-19 ::: 594 p.15-17	Episode 512
1017	海軍出動 狙われた麦わらの一味	Kaigun Shutsudō - Nerawareta Mugiwara no Ichimi	The Marines Move Out - The Target is the Straw Hat Crew	中山智博 - Tomohiro Nakayama	吉池隆司 - Ryūji Yoshiike	横山健次 - Kenji Yokoyama	中島豊 - Yutaka Nakashima	599 p.8-15 ::: 600 p.2-7	Episode 519
1018	魚人島上陸 うるわしき人魚たち	Gyojin-tō Jōriku - Uruwashiki Ningyo-tachi	Landing at Fish-Man Island - The Lovely Mermaids	上坂浩彦 - Hirohiko Kamisaka	吉池隆司 - Ryūji Yoshiike	横山健次 - Kenji Yokoyama	中島豊 - Yutaka Nakashima	607 p.14-17 ::: 608 p.2-17	Episode 527
1019	しらほしを守れ デッケンの追撃	Shirahoshi o Mamore - Dekken no Tsuigeki	Protect Shirahoshi - Decken's Pursuit	菅良幸 - Yoshiyuki Suga	吉池隆司 - Ryūji Yoshiike	久田和也 - Kazuya Hisada	中島豊 - Yutaka Nakashima	618 p.3-19	Episode 537
1021	生じた亀裂! ルフィVSジンベエ	Shōjita Kiretsu! Luffy tai Jinbē	A Crack Arises! Luffy vs. Jinbe	中山智博 - Tomohiro Nakayama	白石美穂 - Miho Shiraishi	島貫正弘 - Masahiro Shimanuki	中島豊 - Yutaka Nakashima	629 p.2-14 :::  18-19	Episode 549
1022	鉄の海賊（アイアンパイレーツ）! フランキー将軍登場	Aian Pairētsu! Furankī Shōgun Tōjō	Iron Pirate! Entry of General Franky	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	島貫正弘 - Masahiro Shimanuki	中島豊 - Yutaka Nakashima	636 p.3-19	Episode 557
1023	ルフィ渾身の一撃! 火拳銃（レッドホーク）炸裂	Rufi Konshin no Ichigeki! Reddo Hōku Sakuretsu	Luffy's Full-Power Blow! Red Hawk Explodes	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	中島豊 - Yutaka Nakashima	643 p.6-11 :::  644 p.18-19 :::  645 p.2-4 :::  13-19	Episode 565
1024	ついに出航! さよなら魚人島	Tsui ni Shukkō! Sayonara Gyojin-tō	Finally Setting Sail! Goodbye Fish-Man Island	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	中島豊 - Yutaka Nakashima	Chapter 653 (p. 2-19) ::: 	Episode 573
1025	灼熱の戦い! ルフィVS巨大竜!	Shakunetsu no Tatakai! Rufi tai Kyodai Ryū!	A Scorching Battle! Luffy vs. the Giant Dragon!	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	横山健次 - Kenji Yokoyama	中島豊 - Yutaka Nakashima	Chapter 655 (p. 19) ::: Chapter 656 (p. 2-17)	Episode 580
1026	史上最強コラボVS海の大食漢	Shijō Saikyō Korabo tai Umi no Taishokukan	History's Strongest Collaboration vs. Glutton of the Sea	村山功 - Isao Murayama	今野慎一	横山健次 - Kenji Yokoyama	中島豊 - Yutaka Nakashima	One Piece x Toriko x Dragon Ball Z Crossover Special	Episode 590
1027	マムの秘密 巨人の島 (エルバフ) と小さな怪物	Mamu no Himitsu - Erubafu to Chiisana Kaibutsu	Mom's Secret - The Giant's Island Elbaf and a Little Monster	冨岡淳広 - Atsuhiro Tomioka	白石美穂 - Miho Shiraishi	出口としお - Toshio Deguchi	中島豊 - Yutaka Nakashima	Chapter 866 (p. 2-17) ::: 	Episode 836
1028	父子 (おやこ) の訣別 サンジとジャッジ	Oyako no Ketsubetsu - Sanji to Jajji	Cutting the Father-Son Relationship - Sanji and Judge	冨岡淳広 - Atsuhiro Tomioka	白石美穂 - Miho Shiraishi	新垣重文 - Shigefumi Shingaki	中島豊 - Yutaka Nakashima	Chapter 869 (p. 17-19) ::: Chapter 870 (p. 2-13) ::: 	Episode 840
1029	反撃の雷 ナミと雷雲ゼウス!	Hangeki no Ikazuchi - Nami to Raiun Zeusu!	A Lightning Counterattack - Nami and Zeus the Thundercloud!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	島貫正弘 - Masahiro Shimanuki	中島豊 - Yutaka Nakashima	Chapter 875 (p. 2-14) ::: 	Episode 846
1030	遂に激突 四皇VS麦わらの一味	Tsui ni Gekitotsu - Yonkō tai Mugiwara no Ichimi	Finally, They Clash - Emperor vs. Straw Hats	中山智博 - Tomohiro Nakayama	白石美穂 - Miho Shiraishi	北崎正浩 - Masahiro Kitazaki	中島豊 - Yutaka Nakashima	Chapter 890 (p. 4-18) ::: 	Episode 864
